id,timestamp,id_route_test_label,id_test_type,Activity.Activity,Activity.Duration,Activity.End TimeStamp,Activity.Power,Activity.Quality,Activity.SINR,Activity.Start TimeStamp,Activity.Status,Activity.Tech,Activity.Throughput,Activity.Start TimeStamp_parsed,Activity.End TimeStamp_parsed
542020041221088+20250826130556+Fiji-Nadi-MO-D!20250826123727,2025-08-26 02:37:16+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,101159.0,2025-08-26T02:37:16.912000+02:00,-79.13,-8.65,11.19,2025-08-26T02:35:35.753000+02:00,Success,HSPA+,48.0,2025-08-26 02:35:35.753000+02:00,2025-08-26 02:37:16.912000+02:00
542020041221088+20250826130616+Fiji-Nadi-MO-D!20250826123926,2025-08-26 02:39:15+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,98170.0,2025-08-26T02:39:15.536000+02:00,-80.26,-11.2,10.34,2025-08-26T02:37:37.367000+02:00,Success,HSPA+,56.0,2025-08-26 02:37:37.367000+02:00,2025-08-26 02:39:15.536000+02:00
542020041221088+20250826130636+Fiji-Nadi-MO-D!20250826124130,2025-08-26 02:41:19+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103191.0,2025-08-26T02:41:19.037000+02:00,-79.96,-11.24,8.22,2025-08-26T02:39:35.847000+02:00,Success,WCDMA,72.0,2025-08-26 02:39:35.847000+02:00,2025-08-26 02:41:19.037000+02:00
542020041221088+20250826130656+Fiji-Nadi-MO-D!20250826124340,2025-08-26 02:43:29+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,110087.0,2025-08-26T02:43:29.691000+02:00,-83.83,-11.01,-1.54,2025-08-26T02:41:39.604000+02:00,Failed,WCDMA,808.0,2025-08-26 02:41:39.604000+02:00,2025-08-26 02:43:29.691000+02:00
542020041221088+20250826130716+Fiji-Nadi-MO-D!20250826124549,2025-08-26 02:45:38+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,108125.0,2025-08-26T02:45:38.833000+02:00,-73.14,-8.34,10.99,2025-08-26T02:43:50.708000+02:00,Success,HSPA+,104.0,2025-08-26 02:43:50.708000+02:00,2025-08-26 02:45:38.833000+02:00
542020041221088+20250826130756+Fiji-Nadi-MO-D!20250826124750,2025-08-26 02:47:39+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,100135.0,2025-08-26T02:47:39.314000+02:00,-76.51,-9.36,6.76,2025-08-26T02:45:59.179000+02:00,Success,HSPA+,784.0,2025-08-26 02:45:59.179000+02:00,2025-08-26 02:47:39.314000+02:00
542020041221088+20250826130816+Fiji-Nadi-MO-D!20250826124948,2025-08-26 02:49:37+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,97133.0,2025-08-26T02:49:37.173000+02:00,-71.46,-7.43,9.75,2025-08-26T02:48:00.040000+02:00,Success,HSPA+,608.0,2025-08-26 02:48:00.040000+02:00,2025-08-26 02:49:37.173000+02:00
542020041221088+20250826130836+Fiji-Nadi-MO-D!20250826125146,2025-08-26 02:51:35+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,98141.0,2025-08-26T02:51:35.657000+02:00,-81.95,-12.07,3.77,2025-08-26T02:49:57.517000+02:00,Success,HSPA+,64.0,2025-08-26 02:49:57.517000+02:00,2025-08-26 02:51:35.657000+02:00
542020041221088+20250826130856+Fiji-Nadi-MO-D!20250826125356,2025-08-26 02:53:45+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,109159.0,2025-08-26T02:53:45.430000+02:00,-79.98,-5.1,16.43,2025-08-26T02:51:56.271000+02:00,Success,HSPA+,24.0,2025-08-26 02:51:56.271000+02:00,2025-08-26 02:53:45.430000+02:00
542020041221088+20250826130916+Fiji-Nadi-MO-D!20250826125552,2025-08-26 02:55:41+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,96138.0,2025-08-26T02:55:41.683000+02:00,-74.06,-7.02,14.43,2025-08-26T02:54:05.546000+02:00,Success,HSPA+,216.0,2025-08-26 02:54:05.546000+02:00,2025-08-26 02:55:41.683000+02:00
542020041221088+20250826130936+Fiji-Nadi-MO-D!20250826125801,2025-08-26 02:57:50+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,108177.0,2025-08-26T02:57:50.752000+02:00,-82.48,-1.66,10.64,2025-08-26T02:56:02.575000+02:00,Success,HSPA+,8.0,2025-08-26 02:56:02.575000+02:00,2025-08-26 02:57:50.752000+02:00
542020041221088+20250826130956+Fiji-Nadi-MO-D!20250826130000,2025-08-26 02:59:49+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,98075.0,2025-08-26T02:59:49.110000+02:00,-89.89,-11.66,11.2,2025-08-26T02:58:11.035000+02:00,Failed,LTE CA3,336.0,2025-08-26 02:58:11.035000+02:00,2025-08-26 02:59:49.110000+02:00
542020041221088+20250826130956+Fiji-Nadi-MO-D!20250826130019,2025-08-26 03:00:18+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,8109.0,2025-08-26T03:00:18.510000+02:00,-87.07,-12.5,9.52,2025-08-26T03:00:10.401000+02:00,Success,WCDMA,72.0,2025-08-26 03:00:10.401000+02:00,2025-08-26 03:00:18.510000+02:00
542020041221088+20250826141240+Fiji-Nadi-MO-D!20250826135200,2025-08-26 03:51:49+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,102142.0,2025-08-26T03:51:49.244000+02:00,-76.2,-8.82,9.44,2025-08-26T03:50:07.102000+02:00,Success,WCDMA,80.0,2025-08-26 03:50:07.102000+02:00,2025-08-26 03:51:49.244000+02:00
542020041221088+20250826143543+Fiji-Nadi-MO-D!20250826135405,2025-08-26 03:53:54+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105154.0,2025-08-26T03:53:54.978000+02:00,-84.28,-12.73,8.06,2025-08-26T03:52:09.824000+02:00,Success,HSPA+,72.0,2025-08-26 03:52:09.824000+02:00,2025-08-26 03:53:54.978000+02:00
542020041221088+20250826144725+Fiji-Nadi-MO-D!20250826135607,2025-08-26 03:55:56+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,102152.0,2025-08-26T03:55:56.789000+02:00,-86.12,-13.32,3.67,2025-08-26T03:54:14.638000+02:00,Success,WCDMA,96.0,2025-08-26 03:54:14.638000+02:00,2025-08-26 03:55:56.789000+02:00
542020041221088+20250826144745+Fiji-Nadi-MO-D!20250826135812,2025-08-26 03:58:01+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105156.0,2025-08-26T03:58:01.752000+02:00,-79.94,-10.56,18.07,2025-08-26T03:56:16.597000+02:00,Success,HSPA+,80.0,2025-08-26 03:56:16.597000+02:00,2025-08-26 03:58:01.752000+02:00
542020041221088+20250826145026+Fiji-Nadi-MO-D!20250826140017,2025-08-26 04:00:06+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105131.0,2025-08-26T04:00:06.752000+02:00,-73.96,-10.28,12.86,2025-08-26T03:58:21.621000+02:00,Success,HSPA+,64.0,2025-08-26 03:58:21.621000+02:00,2025-08-26 04:00:06.752000+02:00
542020041221088+20250826150709+Fiji-Nadi-MO-D!20250826140223,2025-08-26 04:02:12+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106167.0,2025-08-26T04:02:12.759000+02:00,-67.39,-10.09,10.34,2025-08-26T04:00:26.592000+02:00,Success,HSPA+,80.0,2025-08-26 04:00:26.592000+02:00,2025-08-26 04:02:12.759000+02:00
542020041221088+20250826150909+Fiji-Nadi-MO-D!20250826140431,2025-08-26 04:04:20+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,107186.0,2025-08-26T04:04:20.195000+02:00,-71.18,-8.18,16.61,2025-08-26T04:02:33.009000+02:00,Success,HSPA+,72.0,2025-08-26 04:02:33.009000+02:00,2025-08-26 04:04:20.195000+02:00
542020041221088+20250826151731+Fiji-Nadi-MO-D!20250826140634,2025-08-26 04:06:23+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103140.0,2025-08-26T04:06:23.125000+02:00,-70.04,-4.46,13.24,2025-08-26T04:04:39.985000+02:00,Success,HSPA+,40.0,2025-08-26 04:04:39.985000+02:00,2025-08-26 04:06:23.125000+02:00
542020041221088+20250826152152+Fiji-Nadi-MO-D!20250826140838,2025-08-26 04:08:27+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104166.0,2025-08-26T04:08:27.021000+02:00,-72.83,-9.89,-0.72,2025-08-26T04:06:42.856000+02:00,Success,HSPA+,72.0,2025-08-26 04:06:42.856000+02:00,2025-08-26 04:08:27.021000+02:00
542020041221088+20250826152212+Fiji-Nadi-MO-D!20250826141040,2025-08-26 04:10:29+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103148.0,2025-08-26T04:10:29.900000+02:00,-76.3,-12.16,-0.33,2025-08-26T04:08:46.752000+02:00,Success,HSPA+,64.0,2025-08-26 04:08:46.752000+02:00,2025-08-26 04:10:29.900000+02:00
542020041221088+20250826152232+Fiji-Nadi-MO-D!20250826141247,2025-08-26 04:12:36+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106137.0,2025-08-26T04:12:36.114000+02:00,-64.54,-10.21,10.94,2025-08-26T04:10:49.977000+02:00,Success,HSPA+,72.0,2025-08-26 04:10:49.977000+02:00,2025-08-26 04:12:36.114000+02:00
542020041221088+20250826152252+Fiji-Nadi-MO-D!20250826141450,2025-08-26 04:14:39+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103104.0,2025-08-26T04:14:39.306000+02:00,-68.85,-10.67,12.0,2025-08-26T04:12:56.202000+02:00,Success,HSPA+,72.0,2025-08-26 04:12:56.202000+02:00,2025-08-26 04:14:39.306000+02:00
542020041221088+20250826152312+Fiji-Nadi-MO-D!20250826141658,2025-08-26 04:16:47+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,108151.0,2025-08-26T04:16:47.808000+02:00,-66.0,-10.19,11.15,2025-08-26T04:14:59.657000+02:00,Success,HSPA+,72.0,2025-08-26 04:14:59.657000+02:00,2025-08-26 04:16:47.808000+02:00
542020041221088+20250826152332+Fiji-Nadi-MO-D!20250826141901,2025-08-26 04:18:50+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103137.0,2025-08-26T04:18:50.615000+02:00,-69.49,-11.48,9.43,2025-08-26T04:17:07.479000+02:00,Success,HSPA+,48.0,2025-08-26 04:17:07.479000+02:00,2025-08-26 04:18:50.615000+02:00
542020041221088+20250826152352+Fiji-Nadi-MO-D!20250826142106,2025-08-26 04:20:55+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105135.0,2025-08-26T04:20:55.651000+02:00,-70.28,-11.55,7.84,2025-08-26T04:19:10.516000+02:00,Success,HSPA+,72.0,2025-08-26 04:19:10.516000+02:00,2025-08-26 04:20:55.651000+02:00
542020041221088+20250826152412+Fiji-Nadi-MO-D!20250826142310,2025-08-26 04:22:59+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104154.0,2025-08-26T04:22:59.633000+02:00,-71.74,-12.14,5.64,2025-08-26T04:21:15.479000+02:00,Success,HSPA+,80.0,2025-08-26 04:21:15.479000+02:00,2025-08-26 04:22:59.633000+02:00
542020041221088+20250826152432+Fiji-Nadi-MO-D!20250826142514,2025-08-26 04:25:03+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104137.0,2025-08-26T04:25:03.558000+02:00,-68.81,-9.88,14.98,2025-08-26T04:23:19.422000+02:00,Success,HSPA+,80.0,2025-08-26 04:23:19.422000+02:00,2025-08-26 04:25:03.558000+02:00
542020041221088+20250826152452+Fiji-Nadi-MO-D!20250826142724,2025-08-26 04:27:13+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,110168.0,2025-08-26T04:27:13.603000+02:00,-80.72,-13.03,6.23,2025-08-26T04:25:23.435000+02:00,Success,HSPA+,72.0,2025-08-26 04:25:23.435000+02:00,2025-08-26 04:27:13.603000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826142932,2025-08-26 04:29:21+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,108114.0,2025-08-26T04:29:21.604000+02:00,-64.97,-9.83,9.1,2025-08-26T04:27:33.490000+02:00,Success,HSPA+,96.0,2025-08-26 04:27:33.490000+02:00,2025-08-26 04:29:21.604000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826143138,2025-08-26 04:31:27+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106156.0,2025-08-26T04:31:27.591000+02:00,-66.84,-11.98,7.48,2025-08-26T04:29:41.435000+02:00,Success,HSPA+,72.0,2025-08-26 04:29:41.435000+02:00,2025-08-26 04:31:27.591000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826143344,2025-08-26 04:33:33+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106145.0,2025-08-26T04:33:33.494000+02:00,-71.73,-12.3,8.21,2025-08-26T04:31:47.349000+02:00,Success,HSPA+,88.0,2025-08-26 04:31:47.349000+02:00,2025-08-26 04:33:33.494000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826143549,2025-08-26 04:35:38+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105122.0,2025-08-26T04:35:38.304000+02:00,-63.39,-10.82,11.43,2025-08-26T04:33:53.182000+02:00,Success,HSPA+,96.0,2025-08-26 04:33:53.182000+02:00,2025-08-26 04:35:38.304000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826143754,2025-08-26 04:37:43+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105161.0,2025-08-26T04:37:43.874000+02:00,-62.54,-10.35,9.65,2025-08-26T04:35:58.714000+02:00,Success,HSPA+,88.0,2025-08-26 04:35:58.714000+02:00,2025-08-26 04:37:43.874000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826143959,2025-08-26 04:39:48+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104148.0,2025-08-26T04:39:48.249000+02:00,-67.69,-5.44,7.73,2025-08-26T04:38:04.101000+02:00,Success,HSPA+,72.0,2025-08-26 04:38:04.101000+02:00,2025-08-26 04:39:48.249000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826144209,2025-08-26 04:41:58+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,110149.0,2025-08-26T04:41:58.474000+02:00,-76.62,-7.75,5.31,2025-08-26T04:40:08.325000+02:00,Success,HSPA+,72.0,2025-08-26 04:40:08.325000+02:00,2025-08-26 04:41:58.474000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826144412,2025-08-26 04:44:01+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103168.0,2025-08-26T04:44:01.973000+02:00,-83.92,-10.31,5.85,2025-08-26T04:42:18.806000+02:00,Success,HSPA+,72.0,2025-08-26 04:42:18.806000+02:00,2025-08-26 04:44:01.973000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826144619,2025-08-26 04:46:08+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106150.0,2025-08-26T04:46:08.413000+02:00,-67.28,-7.43,16.76,2025-08-26T04:44:22.263000+02:00,Success,HSPA+,80.0,2025-08-26 04:44:22.263000+02:00,2025-08-26 04:46:08.413000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826144817,2025-08-26 04:48:06+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,98078.0,2025-08-26T04:48:06.826000+02:00,-90.88,-12.21,6.01,2025-08-26T04:46:28.748000+02:00,Failed,LTE CA1,9744.0,2025-08-26 04:46:28.748000+02:00,2025-08-26 04:48:06.826000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826145023,2025-08-26 04:50:12+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,104174.0,2025-08-26T04:50:12.166000+02:00,-75.97,-10.88,6.61,2025-08-26T04:48:27.992000+02:00,Success,HSPA+,40.0,2025-08-26 04:48:27.992000+02:00,2025-08-26 04:50:12.166000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826145229,2025-08-26 04:52:18+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106182.0,2025-08-26T04:52:18.832000+02:00,-78.35,-4.87,11.52,2025-08-26T04:50:32.650000+02:00,Success,HSPA+,40.0,2025-08-26 04:50:32.650000+02:00,2025-08-26 04:52:18.832000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826145438,2025-08-26 04:54:27+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,108156.0,2025-08-26T04:54:27.736000+02:00,-78.94,-1.46,14.78,2025-08-26T04:52:39.581000+02:00,Success,HSPA+,24.0,2025-08-26 04:52:39.581000+02:00,2025-08-26 04:54:27.736000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826145642,2025-08-26 04:56:31+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103152.0,2025-08-26T04:56:31.147000+02:00,-78.32,-13.69,6.88,2025-08-26T04:54:47.995000+02:00,Success,HSPA+,72.0,2025-08-26 04:54:47.995000+02:00,2025-08-26 04:56:31.147000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826145850,2025-08-26 04:58:39+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,107134.0,2025-08-26T04:58:39.302000+02:00,-77.83,-4.44,9.8,2025-08-26T04:56:52.168000+02:00,Success,HSPA+,24.0,2025-08-26 04:56:52.168000+02:00,2025-08-26 04:58:39.302000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826150057,2025-08-26 05:00:46+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,107162.0,2025-08-26T05:00:46.734000+02:00,-70.04,-9.85,13.43,2025-08-26T04:58:59.572000+02:00,Success,HSPA+,80.0,2025-08-26 04:58:59.572000+02:00,2025-08-26 05:00:46.734000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826150303,2025-08-26 05:02:52+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105148.0,2025-08-26T05:02:52.018000+02:00,-76.54,-8.66,7.7,2025-08-26T05:01:06.871000+02:00,Success,HSPA+,64.0,2025-08-26 05:01:06.871000+02:00,2025-08-26 05:02:52.018000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826150509,2025-08-26 05:04:58+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106166.0,2025-08-26T05:04:58.107000+02:00,-82.92,-10.07,6.91,2025-08-26T05:03:11.941000+02:00,Success,HSPA+,80.0,2025-08-26 05:03:11.941000+02:00,2025-08-26 05:04:58.107000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826150712,2025-08-26 05:07:00+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103133.0,2025-08-26T05:07:00.995000+02:00,-76.82,-9.17,7.44,2025-08-26T05:05:17.862000+02:00,Success,HSPA,72.0,2025-08-26 05:05:17.862000+02:00,2025-08-26 05:07:00.995000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826150914,2025-08-26 05:09:03+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,103178.0,2025-08-26T05:09:03.768000+02:00,-77.75,-11.21,8.07,2025-08-26T05:07:20.590000+02:00,Success,HSPA,72.0,2025-08-26 05:07:20.590000+02:00,2025-08-26 05:09:03.768000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826151121,2025-08-26 05:11:10+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,107149.0,2025-08-26T05:11:10.760000+02:00,-74.97,-7.8,5.15,2025-08-26T05:09:23.612000+02:00,Success,HSPA+,72.0,2025-08-26 05:09:23.612000+02:00,2025-08-26 05:11:10.760000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826151327,2025-08-26 05:13:16+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105153.0,2025-08-26T05:13:16.212000+02:00,-79.27,-8.82,5.13,2025-08-26T05:11:31.059000+02:00,Success,HSPA+,72.0,2025-08-26 05:11:31.059000+02:00,2025-08-26 05:13:16.212000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826151532,2025-08-26 05:15:20+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105148.0,2025-08-26T05:15:20.996000+02:00,-78.05,-9.98,5.82,2025-08-26T05:13:35.849000+02:00,Success,HSPA+,88.0,2025-08-26 05:13:35.849000+02:00,2025-08-26 05:15:20.996000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826151736,2025-08-26 05:17:25+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,105135.0,2025-08-26T05:17:25.909000+02:00,-78.6,-10.37,8.48,2025-08-26T05:15:40.774000+02:00,Success,HSPA,72.0,2025-08-26 05:15:40.774000+02:00,2025-08-26 05:17:25.909000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826151943,2025-08-26 05:19:32+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,106152.0,2025-08-26T05:19:32.113000+02:00,-86.67,-5.0,9.42,2025-08-26T05:17:45.962000+02:00,Success,HSPA,48.0,2025-08-26 05:17:45.962000+02:00,2025-08-26 05:19:32.113000+02:00
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826152133,2025-08-26 05:21:32+02:00,Fiji-Nadi-MO-D,MO-D,MO Call,100149.0,2025-08-26T05:21:32.247000+02:00,-87.26,-12.4,9.12,2025-08-26T05:19:52.098000+02:00,Success,HSPA+,72.0,2025-08-26 05:19:52.098000+02:00,2025-08-26 05:21:32.247000+02:00
542020041221088+20250827094505+Fiji-Nadi-LTE-DL-D!20250827094151,2025-08-26 23:40:50+02:00,Fiji-Nadi-LTE-DL-D,DL-D,HTTP/HTTPS Download,180133.0,2025-08-26T23:40:50.246000+02:00,-107.94,-11.06,9.1,2025-08-26T23:37:50.113000+02:00,Failed,LTE CA1,33192.0,2025-08-26 23:37:50.113000+02:00,2025-08-26 23:40:50.246000+02:00
542020041221088+20250827094725+Fiji-Nadi-LTE-DL-D!20250827094401,2025-08-26 23:43:51+02:00,Fiji-Nadi-LTE-DL-D,DL-D,HTTP/HTTPS Download,180124.0,2025-08-26T23:43:51.333000+02:00,-107.16,-11.2,9.16,2025-08-26T23:40:51.209000+02:00,Failed,LTE CA1,30936.0,2025-08-26 23:40:51.209000+02:00,2025-08-26 23:43:51.333000+02:00
542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,2025-08-26 23:46:52+02:00,Fiji-Nadi-LTE-DL-D,DL-D,HTTP/HTTPS Download,180095.0,2025-08-26T23:46:52.420000+02:00,-102.03,-9.13,17.86,2025-08-26T23:43:52.325000+02:00,Failed,LTE CA2,60520.0,2025-08-26 23:43:52.325000+02:00,2025-08-26 23:46:52.420000+02:00
542020041221088+20250827095145+Fiji-Nadi-LTE-DL-D!20250827095034,2025-08-26 23:49:53+02:00,Fiji-Nadi-LTE-DL-D,DL-D,HTTP/HTTPS Download,180126.0,2025-08-26T23:49:53.560000+02:00,-100.66,-9.23,18.45,2025-08-26T23:46:53.434000+02:00,Failed,LTE CA1,60376.0,2025-08-26 23:46:53.434000+02:00,2025-08-26 23:49:53.560000+02:00
542020041221088+20250827095225+Fiji-Nadi-LTE-DL-D!20250827095140,2025-08-26 23:51:40+02:00,Fiji-Nadi-LTE-DL-D,DL-D,HTTP/HTTPS Download,106078.0,2025-08-26T23:51:40.643000+02:00,-99.41,-9.92,11.25,2025-08-26T23:49:54.565000+02:00,Failed,LTE CA1,33216.0,2025-08-26 23:49:54.565000+02:00,2025-08-26 23:51:40.643000+02:00
542020041221088+20250827100005+Fiji-Nadi-LTE-DL-D!20250827095853,2025-08-26 23:57:49+02:00,Fiji-Nadi-LTE-DL-D,DL-D,HTTP/HTTPS Download,180108.0,2025-08-26T23:57:49.619000+02:00,-94.46,-9.48,14.5,2025-08-26T23:54:49.511000+02:00,Failed,LTE CA2,38896.0,2025-08-26 23:54:49.511000+02:00,2025-08-26 23:57:49.619000+02:00
542020041221088+20250827100145+Fiji-Nadi-LTE-DL-D!20250827100105,2025-08-27 00:00:50+02:00,Fiji-Nadi-LTE-DL-D,DL-D,HTTP/HTTPS Download,180098.0,2025-08-27T00:00:50.723000+02:00,-96.94,-9.76,15.47,2025-08-26T23:57:50.626000+02:00,Failed,LTE CA2,71360.0,2025-08-26 23:57:50.626000+02:00,2025-08-27 00:00:50.723000+02:00
542020041221088+20250827100525+Fiji-Nadi-LTE-DL-D!20250827100437,2025-08-27 00:03:51+02:00,Fiji-Nadi-LTE-DL-D,DL-D,HTTP/HTTPS Download,180099.0,2025-08-27T00:03:51.812000+02:00,-98.25,-10.56,8.49,2025-08-27T00:00:51.713000+02:00,Failed,LTE CA2,49328.0,2025-08-27 00:00:51.713000+02:00,2025-08-27 00:03:51.812000+02:00
542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,2025-08-27 00:20:39+02:00,Fiji-Nadi-LTE-DL-D,DL-D,HTTP/HTTPS Download,180105.0,2025-08-27T00:20:39.514000+02:00,-99.02,-10.01,11.91,2025-08-27T00:17:39.409000+02:00,Failed,LTE CA2,57296.0,2025-08-27 00:17:39.409000+02:00,2025-08-27 00:20:39.514000+02:00
542020041221088+20250827102526+Fiji-Nadi-LTE-DL-D!20250827102354,2025-08-27 00:23:40+02:00,Fiji-Nadi-LTE-DL-D,DL-D,HTTP/HTTPS Download,180110.0,2025-08-27T00:23:40.633000+02:00,-93.29,-10.22,13.66,2025-08-27T00:20:40.524000+02:00,Failed,LTE CA2,63432.0,2025-08-27 00:20:40.524000+02:00,2025-08-27 00:23:40.633000+02:00
542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,2025-08-27 00:26:41+02:00,Fiji-Nadi-LTE-DL-D,DL-D,HTTP/HTTPS Download,180100.0,2025-08-27T00:26:41.744000+02:00,-93.08,-10.4,15.69,2025-08-27T00:23:41.644000+02:00,Failed,LTE CA1,28448.0,2025-08-27 00:23:41.644000+02:00,2025-08-27 00:26:41.744000+02:00
542020041221088+20250827103246+Fiji-Nadi-LTE-DL-D!20250827103001,2025-08-27 00:29:42+02:00,Fiji-Nadi-LTE-DL-D,DL-D,HTTP/HTTPS Download,180094.0,2025-08-27T00:29:42.833000+02:00,-107.82,-12.15,4.83,2025-08-27T00:26:42.739000+02:00,Failed,LTE CA2,12776.0,2025-08-27 00:26:42.739000+02:00,2025-08-27 00:29:42.833000+02:00
542020041221088+20250827103246+Fiji-Nadi-LTE-DL-D!20250827103001,2025-08-27 00:30:01+02:00,Fiji-Nadi-LTE-DL-D,DL-D,HTTP/HTTPS Download,18032.0,2025-08-27T00:30:01.871000+02:00,-117.36,-14.46,1.15,2025-08-27T00:29:43.839000+02:00,Failed,LTE CA2,2960.0,2025-08-27 00:29:43.839000+02:00,2025-08-27 00:30:01.871000+02:00
542020041221088+20250827104126+Fiji-Nadi-LTE-DL-D!20250827104054,2025-08-27 00:39:51+02:00,Fiji-Nadi-LTE-DL-D,DL-D,HTTP/HTTPS Download,180110.0,2025-08-27T00:39:51.482000+02:00,-103.82,-10.87,8.71,2025-08-27T00:36:51.372000+02:00,Failed,LTE CA2,12240.0,2025-08-27 00:36:51.372000+02:00,2025-08-27 00:39:51.482000+02:00
542020041221088+20250827104347+Fiji-Nadi-LTE-DL-D!20250827104305,2025-08-27 00:42:52+02:00,Fiji-Nadi-LTE-DL-D,DL-D,HTTP/HTTPS Download,180120.0,2025-08-27T00:42:52.596000+02:00,-92.81,-9.62,16.84,2025-08-27T00:39:52.476000+02:00,Failed,LTE CA1,33560.0,2025-08-27 00:39:52.476000+02:00,2025-08-27 00:42:52.596000+02:00
